,,,,,,,
,,,,,,,
,,STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD
,,1036,PV2,CTCP Đầu tư PV2,Phát triển và quản lý bất động sản,HNX,"37,350,000"
,,1037,PVA,CTCP Tổng Công ty Xây lắp Dầu khí Nghệ An,Tư liệu sản xuất,UPCoM,"21,846,000"
,,1038,PVB,CTCP Bọc ống Dầu khí Việt Nam,Năng lượng,HNX,"21,599,998"
,,1039,PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,Năng lượng,HNX,"81,194,463"
,,1040,PVD,Tổng Công ty cổ phần Khoan và Dịch vụ khoan Dầu khí,Năng lượng,HOSE,"556,296,006"
,,1041,PVE,Tổng Công ty Tư vấn thiết kế Dầu khí - CTCP,Dịch vụ chuyên biệt và thương mại,UPCoM,"25,000,000"
,,1042,PVG,CTCP Kinh doanh LPG Việt Nam,Dịch vụ tiện ích,HNX,"39,998,522"
,,1043,PVH,CTCP Xây lắp Dầu khí Thanh Hóa,Tư liệu sản xuất,UPCoM,"21,000,000"
,,1044,PVI,CTCP PVI,Bảo hiểm,HNX,"234,241,867"
,,1045,PVL,CTCP Đầu tư Nhà Đất Việt,Phát triển và quản lý bất động sản,UPCoM,"50,000,000"
,,1046,PVM,CTCP Máy - Thiết bị Dầu khí,Tư liệu sản xuất,UPCoM,"38,638,600"
,,1047,PVO,CTCP Dầu nhờn PV Oil,Phân phối và bán lẻ hàng lâu bền,UPCoM,"8,900,000"
,,1048,PVP,CTCP Vận tải Dầu khí Thái Bình Dương,Vận tải,HOSE,"103,702,452"
,,1049,PVR,CTCP Đầu tư PVR Hà Nội,Dịch vụ tài chính,UPCoM,"53,100,913"
,,1050,PVS,Tổng Công ty cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Năng lượng,HNX,"477,966,290"
,,1051,PVT,Tổng Công ty cổ phần Vận tải Dầu khí,Vận tải,HOSE,"356,012,638"
,,1052,PVV,CTCP Vinaconex 39,Phát triển và quản lý bất động sản,UPCoM,"30,000,000"
,,1053,PVX,Tổng Công ty cổ phần Xây lắp Dầu khí Việt Nam,Tư liệu sản xuất,UPCoM,"400,000,000"
,,1054,PVY,CTCP Chế tạo Giàn khoan Dầu khí,Tư liệu sản xuất,UPCoM,"59,489,787"
,,1055,PWA,CTCP Bất động sản Dầu khí,Phát triển và quản lý bất động sản,UPCoM,"10,000,000"
,,1056,PWS,CTCP Cấp thoát nước Phú Yên,Dịch vụ tiện ích,UPCoM,"38,363,579"
,,1057,PX1,CTCP Xi măng Sông Lam 2,Nguyên vật liệu,UPCoM,"20,000,000"
,,1058,PXA,CTCP Đầu tư và Thương mại Dầu khí Nghệ An,Phát triển và quản lý bất động sản,UPCoM,"15,000,000"
,,1059,PXC,CTCP Phát triển Đô thị Dầu khí,Tư liệu sản xuất,UPCoM,"28,068,900"
,,1060,PXI,CTCP Xây dựng Công nghiệp và Dân dụng Dầu khí,Phát triển và quản lý bất động sản,UPCoM,"30,000,000"
,,1061,PXL,CTCP Đầu tư Khu Công nghiệp Dầu khí Long Sơn,Phát triển và quản lý bất động sản,UPCoM,"82,722,212"
,,1062,PXM,CTCP Xây lắp Dầu khí Miền Trung,Phân phối và bán lẻ hàng lâu bền,UPCoM,"15,000,000"
,,1063,PXS,CTCP Kết cấu Kim loại và Lắp máy Dầu khí,Tư liệu sản xuất,UPCoM,"60,000,000"
,,1064,PXT,CTCP Xây lắp Đường ống Bể chứa Dầu khí,Tư liệu sản xuất,UPCoM,"20,000,000"
,,1065,QBS,CTCP Xuất nhập khẩu Quảng Bình,Phân phối và bán lẻ hàng lâu bền,UPCoM,"69,329,928"
,,1066,QCC,CTCP Đầu tư Xây dựng và Phát triển Hạ tầng Viễn thông,Tư liệu sản xuất,UPCoM,"1,500,000"
,,1067,QCG,CTCP Quốc Cường Gia Lai,Phát triển và quản lý bất động sản,HOSE,"275,129,310"
,,1068,QHD,CTCP Que hàn điện Việt Đức,Tư liệu sản xuất,HNX,"5,524,716"
,,1069,QHW,CTCP Nước khoáng Quảng Ninh,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"8,000,000"
,,1070,QNC,CTCP Xi măng và Xây dựng Quảng Ninh,Nguyên vật liệu,UPCoM,"60,000,000"
,,1071,QNP,CTCP Cảng Quy Nhơn,Vận tải,HOSE,"40,409,950"
,,1072,QNS,CTCP Đường Quảng Ngãi,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"367,648,153"
,,1073,QNT,CTCP Tư vấn Phát triển Quảng Nam,Dịch vụ chuyên biệt và thương mại,UPCoM,"3,222,000"
,,1074,QNU,CTCP Môi trường Đô thị Quảng Nam,Dịch vụ tiện ích,UPCoM,"6,800,000"
,,1075,QNW,CTCP Cấp thoát nước và Xây dựng Quảng Ngãi,Dịch vụ tiện ích,UPCoM,"20,000,000"
,,1076,QPH,CTCP Thủy điện Quế Phong,Dịch vụ tiện ích,UPCoM,"18,583,100"
,,1077,QSP,CTCP Tân Cảng Quy Nhơn,Vận tải,UPCoM,"10,792,275"
,,1078,QST,CTCP Sách và Thiết bị Trường học Quảng Ninh,Truyền thông và giải trí,HNX,"3,240,000"
,,1079,QTC,CTCP Công trình Giao thông Vận tải Quảng Nam,Tư liệu sản xuất,HNX,"2,700,000"
,,1080,QTP,CTCP Nhiệt điện Quảng Ninh,Dịch vụ tiện ích,UPCoM,"450,000,000"
,,1081,RAL,CTCP Bóng đèn Phích nước Rạng Đông,Hàng tiêu dùng và trang trí,HOSE,"23,547,419"
,,1082,RAT,CTCP Vận tải và Thương mại Đường sắt,Vận tải,UPCoM,"5,921,841"
,,1083,RBC,CTCP Công nghiệp và Xuất nhập khẩu Cao su,Xe và linh kiện,UPCoM,"10,030,308"
,,1084,RCC,CTCP Tổng Công ty Công trình Đường sắt,Vận tải,UPCoM,"32,064,749"
,,1085,RCD,CTCP Xây dựng - Địa ốc Cao su,Tư liệu sản xuất,UPCoM,"5,300,062"
,,1086,RCL,CTCP Địa ốc Chợ Lớn,Phát triển và quản lý bất động sản,HNX,"13,858,714"
,,1087,RDP,CTCP Rạng Đông Holding,Nguyên vật liệu,HOSE,"49,069,803"
,,1088,REE,CTCP Cơ Điện Lạnh,Dịch vụ tiện ích,HOSE,"471,013,400"
,,1089,RIC,CTCP Quốc tế Hoàng Gia,Dịch vụ tiêu dùng,UPCoM,"28,708,169"
,,1090,RTB,CTCP Cao su Tân Biên,Nguyên vật liệu,UPCoM,"87,945,000"
,,1091,S12,CTCP Sông Đà 12,Tư liệu sản xuất,UPCoM,"5,000,000"
,,1092,S27,CTCP Sông Đà 27,Hàng tiêu dùng và trang trí,UPCoM,"1,572,833"
,,1093,S4A,CTCP Thủy điện Sê San 4A,Dịch vụ tiện ích,HOSE,"42,200,000"
,,1094,S55,CTCP Sông Đà 505,Tư liệu sản xuất,HNX,"10,000,000"
,,1095,S72,CTCP Sông Đà 7.02,Dịch vụ tiện ích,UPCoM,"12,000,000"
,,1096,S74,CTCP Sông Đà 7.04,Nguyên vật liệu,UPCoM,"6,480,000"
,,1097,S96,CTCP Sông Đà 9.06,Tư liệu sản xuất,UPCoM,"11,155,532"
,,1098,S99,CTCP SCI,Tư liệu sản xuất,HNX,"99,134,331"
,,1099,SAB,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Sài Gòn,"Thực phẩm, đồ uống và thuốc lá",HOSE,"1,282,562,372"
,,1100,SAC,CTCP Xếp dỡ và Dịch vụ Cảng Sài Gòn,Vận tải,UPCoM,"4,050,000"
,,1101,SAF,CTCP Lương thực Thực phẩm Safoco,"Thực phẩm, đồ uống và thuốc lá",HNX,"12,046,590"
,,1102,SAL,CTCP Trục vớt Cứu hộ Việt Nam,Vận tải,UPCoM,"8,310,000"
,,1103,SAM,CTCP SAM Holdings,Hàng tiêu dùng và trang trí,HOSE,"379,960,971"
,,1104,SAP,CTCP In Sách giáo khoa Thành phố Hồ Chí Minh,Dịch vụ chuyên biệt và thương mại,UPCoM,"1,286,984"
,,1105,SAS,CTCP Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Phân phối và bán lẻ hàng lâu bền,UPCoM,"133,481,310"
,,1106,SAV,CTCP Hợp tác Kinh tế và Xuất nhập khẩu Savimex,Hàng tiêu dùng và trang trí,HOSE,"25,189,965"
,,1107,SB1,CTCP Bia Sài Gòn - Nghệ Tĩnh,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"10,500,000"
,,1108,SBA,CTCP Sông Ba,Dịch vụ tiện ích,HOSE,"60,488,261"
,,1109,SBB,CTCP Tập đoàn Bia Sài Gòn - Bình Tây,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"87,524,536"
,,1110,SBD,CTCP Công nghệ Sao Bắc Đẩu,Truyền thông và giải trí,UPCoM,"13,514,680"
,,1111,SBG,CTCP Tập đoàn Cơ khí Công nghệ cao Siba,Tư liệu sản xuất,HOSE,"25,000,000"
,,1112,SBH,CTCP Thủy điện Sông Ba Hạ,Dịch vụ tiện ích,UPCoM,"124,225,000"
,,1113,SBL,CTCP Bia Sài Gòn - Bạc Liêu,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"12,012,000"
,,1114,SBM,CTCP Đầu tư Phát triển Bắc Minh,Dịch vụ tiện ích,UPCoM,"45,044,953"
,,1115,SBR,CTCP Cao su Sông Bé,Nguyên vật liệu,UPCoM,"81,396,192"
,,1116,SBS,CTCP Chứng khoán SBS,Dịch vụ tài chính,UPCoM,"146,607,600"
,,1117,SBT,CTCP Thành Thành Công - Biên Hòa,"Thực phẩm, đồ uống và thuốc lá",HOSE,"740,500,993"
,,1118,SBV,CTCP Siam Brothers Việt Nam,Hàng tiêu dùng và trang trí,HOSE,"27,366,476"
,,1119,SC5,CTCP Xây dựng Số 5,Tư liệu sản xuất,HOSE,"14,984,550"
,,1120,SCC,CTCP Thương mại Đầu tư SHB,Nguyên vật liệu,UPCoM,"4,884,900"
,,1121,SCD,CTCP Nước giải khát Chương Dương,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"8,500,000"
,,1122,SCG,CTCP Tập đoàn Xây dựng SCG,Tư liệu sản xuất,HNX,"85,000,000"
,,1123,SCI,CTCP SCI E&C,Tư liệu sản xuất,HNX,"25,409,847"
,,1124,SCJ,CTCP Xi măng Sài Sơn,Nguyên vật liệu,UPCoM,"57,839,000"
,,1125,SCL,CTCP Sông Đà Cao Cường,Nguyên vật liệu,UPCoM,"18,660,895"
,,1126,SCO,CTCP Công nghiệp Thủy sản,Phân phối và bán lẻ hàng lâu bền,UPCoM,"4,200,000"
,,1127,SCR,CTCP Địa ốc Sài Gòn Thương Tín,Phát triển và quản lý bất động sản,HOSE,"395,661,775"
,,1128,SCS,CTCP Dịch vụ Hàng hóa Sài Gòn,Vận tải,HOSE,"94,886,982"
,,1129,SCY,CTCP Đóng tàu Sông Cấm,Tư liệu sản xuất,UPCoM,"61,968,926"
,,1130,SD1,CTCP Sông Đà 1,Tư liệu sản xuất,UPCoM,"5,000,000"
,,1131,SD2,CTCP Sông Đà 2,Tư liệu sản xuất,UPCoM,"14,423,536"
,,1132,SD3,CTCP Sông Đà 3,Dịch vụ tiện ích,UPCoM,"15,999,356"
,,1133,SD4,CTCP Sông Đà 4,Tư liệu sản xuất,UPCoM,"10,300,000"
,,1134,SD5,CTCP Sông Đà 5,Tư liệu sản xuất,HNX,"25,999,848"
,,1135,SD6,CTCP Sông Đà 6,Tư liệu sản xuất,UPCoM,"34,771,611"
,,1136,SD7,CTCP Sông Đà 7,Tư liệu sản xuất,UPCoM,"10,600,000"
,,1137,SD8,CTCP Sông Đà 8,Tư liệu sản xuất,UPCoM,"2,800,000"
,,1138,SD9,CTCP Sông Đà 9,Tư liệu sản xuất,HNX,"34,234,000"
,,1139,SDA,CTCP Simco Sông Đà,Dịch vụ chuyên biệt và thương mại,HNX,"26,206,158"
,,1140,SDB,CTCP Sông Đà 207,Tư liệu sản xuất,UPCoM,"11,000,000"
,,1141,SDC,CTCP Tư vấn Sông Đà,Dịch vụ chuyên biệt và thương mại,HNX,"2,609,710"
,,1142,SDD,CTCP Đầu tư và Xây lắp Sông Đà,Tư liệu sản xuất,UPCoM,"16,007,685"
,,1143,SDG,CTCP Sadico Cần Thơ,Nguyên vật liệu,HNX,"10,139,997"
,,1144,SDJ,CTCP Sông Đà 25,Tư liệu sản xuất,UPCoM,"4,343,700"
,,1145,SDK,CTCP Cơ khí Luyện kim,Tư liệu sản xuất,UPCoM,"2,600,000"
,,1146,SDN,CTCP Sơn Đồng Nai,Nguyên vật liệu,HNX,"3,036,436"
,,1147,SDP,CTCP SDP,Phân phối và bán lẻ hàng lâu bền,UPCoM,"11,114,472"
,,1148,SDT,CTCP Sông Đà 10,Tư liệu sản xuất,UPCoM,"42,732,311"
,,1149,SDU,CTCP Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Phát triển và quản lý bất động sản,HNX,"20,000,000"
,,1150,SDV,CTCP Dịch vụ Sonadezi,Dịch vụ chuyên biệt và thương mại,UPCoM,"5,000,000"
,,1151,SDX,CTCP Phòng cháy Chữa cháy và Đầu tư Xây dựng Sông Đà,Tư liệu sản xuất,UPCoM,"2,250,000"
,,1152,SDY,CTCP Xi măng Sông Đà Yaly,Nguyên vật liệu,UPCoM,"4,500,000"
,,1153,SEA,Tổng Công ty Thủy sản Việt Nam - CTCP,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"125,000,000"
,,1154,SEB,CTCP Đầu tư và Phát triển Điện Miền Trung,Dịch vụ tiện ích,HNX,"31,999,969"
,,1155,SED,CTCP Đầu tư và Phát triển Giáo dục Phương Nam,Truyền thông và giải trí,HNX,"10,000,000"
,,1156,SEP,CTCP Tổng Công ty Thương mại Quảng Trị,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"8,400,000"
,,1157,SFC,CTCP Nhiên liệu Sài Gòn,Phân phối và bán lẻ hàng lâu bền,HOSE,"11,291,459"
,,1158,SFG,CTCP Phân Bón Miền Nam,Nguyên vật liệu,HOSE,"47,897,333"
,,1159,SFI,CTCP Đại lý Vận tải SAFI,Vận tải,HOSE,"24,887,046"
,,1160,SFN,CTCP Dệt lưới Sài Gòn,Nguyên vật liệu,HNX,"3,000,000"
,,1161,SGB,Ngân hàng TMCP Sài Gòn Công Thương,Tổ chức tín dụng,UPCoM,"338,799,141"
,,1162,SGC,CTCP Xuất nhập khẩu Sa Giang,"Thực phẩm, đồ uống và thuốc lá",HNX,"7,147,580"
,,1163,SGD,CTCP Sách Giáo dục tại Thành phố Hồ Chí Minh,Truyền thông và giải trí,HNX,"4,137,000"
,,1164,SGH,CTCP Khách sạn Sài Gòn,Dịch vụ tiêu dùng,HNX,"12,364,100"
,,1165,SGI,CTCP Đầu tư Phát triển Sài Gòn 3 Group,Hàng tiêu dùng và trang trí,UPCoM,"75,464,700"
,,1166,SGN,CTCP Phục vụ Mặt đất Sài Gòn,Vận tải,HOSE,"33,581,691"
,,1167,SGP,CTCP Cảng Sài Gòn,Vận tải,UPCoM,"216,294,961"
,,1168,SGR,CTCP Tổng CTCP Địa ốc Sài Gòn,Phát triển và quản lý bất động sản,HOSE,"60,000,000"
,,1169,SGS,CTCP Vận tải biển Sài Gòn,Vận tải,UPCoM,"14,420,000"
,,1170,SGT,CTCP Công nghệ Viễn Thông Sài Gòn,Dịch vụ viễn thông,HOSE,"148,003,518"
,,1171,SHA,CTCP Sơn Hà Sài Gòn,Hàng tiêu dùng và trang trí,HOSE,"33,446,675"
,,1172,SHB,Ngân hàng TMCP Sài Gòn - Hà Nội,Tổ chức tín dụng,HOSE,"3,662,908,542"
,,1173,SHC,CTCP Hàng hải Sài Gòn,Vận tải,UPCoM,"4,309,550"
,,1174,SHE,CTCP Phát triển Năng lượng Sơn Hà,Tư liệu sản xuất,HNX,"11,502,516"
,,1175,SHG,Tổng Công ty cổ phần Sông Hồng,Tư liệu sản xuất,UPCoM,"27,000,000"
,,1176,SHI,CTCP Quốc tế Sơn Hà,Nguyên vật liệu,HOSE,"162,176,449"
,,1177,SHN,CTCP Đầu tư Tổng hợp Hà Nội,Phân phối và bán lẻ hàng lâu bền,HNX,"129,607,147"
,,1178,SHP,CTCP Thủy điện Miền Nam,Dịch vụ tiện ích,HOSE,"101,206,352"
,,1179,SHS,CTCP Chứng khoán Sài Gòn - Hà Nội,Dịch vụ tài chính,HNX,"813,156,748"
,,1180,SID,CTCP Đầu tư Phát triển Sài Gòn Co.op,Phát triển và quản lý bất động sản,UPCoM,"100,000,000"
,,1181,SIG,CTCP Đầu tư và Thương mại Sông Đà,Dịch vụ chuyên biệt và thương mại,UPCoM,"10,000,000"
,,1182,SII,CTCP Hạ tầng Nước Sài Gòn,Dịch vụ tiện ích,UPCoM,"64,522,104"
,,1183,SIP,CTCP Đầu tư Sài Gòn VRG,Phát triển và quản lý bất động sản,HOSE,"210,533,403"
,,1184,SIV,CTCP SIVICO,Nguyên vật liệu,UPCoM,"3,012,374"
,,1185,SJ1,CTCP Nông nghiệp Hùng Hậu,"Thực phẩm, đồ uống và thuốc lá",HNX,"23,485,154"
,,1186,SJC,CTCP Sông Đà 1.01,Phát triển và quản lý bất động sản,UPCoM,"7,226,082"
,,1187,SJD,CTCP Thủy điện Cần Đơn,Dịch vụ tiện ích,HOSE,"68,998,620"
,,1188,SJE,CTCP Sông Đà 11,Tư liệu sản xuất,HNX,"24,168,711"
,,1189,SJF,CTCP Đầu tư Sao Thái Dương,Nguyên vật liệu,HOSE,"79,200,000"
,,1190,SJG,Tổng Công ty Sông Đà - CTCP,Tư liệu sản xuất,UPCoM,"449,537,112"
,,1191,SJM,CTCP Sông Đà 19,Tư liệu sản xuất,UPCoM,"5,000,000"
,,1192,SJS,CTCP SJ Group,Phát triển và quản lý bất động sản,HOSE,"114,855,540"
,,1193,SKG,CTCP Tàu cao tốc Superdong - Kiên Giang,Vận tải,HOSE,"66,497,697"
,,1194,SKH,CTCP Nước giải khát Sanest Khánh Hòa,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"16,126,740"
,,1195,SKN,CTCP Nước giải khát Sanna Khánh Hòa,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"5,000,000"
,,1196,SKV,CTCP Nước giải khát Yến sào Khánh Hòa,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"23,000,000"
,,1197,SLS,CTCP Mía Đường Sơn La,"Thực phẩm, đồ uống và thuốc lá",HNX,"9,791,945"
,,1198,SMA,CTCP Thiết bị Phụ tùng Sài Gòn,Phân phối và bán lẻ hàng lâu bền,HOSE,"20,352,836"
,,1199,SMB,CTCP Bia Sài Gòn - Miền Trung,"Thực phẩm, đồ uống và thuốc lá",HOSE,"29,846,648"
,,1200,SMC,CTCP Đầu tư Thương mại SMC,Phân phối và bán lẻ hàng lâu bền,HOSE,"73,678,587"
,,1201,SMN,CTCP Sách và Thiết bị Giáo dục Miền Nam,Truyền thông và giải trí,HNX,"4,405,000"
,,1202,SMT,CTCP Sametel,Công nghệ phần cứng và thiết bị,HNX,"5,467,432"
,,1203,SNC,CTCP Xuất nhập khẩu Thủy sản Năm Căn,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"5,000,000"
,,1204,SNZ,Tổng Công ty cổ phần Phát triển Khu Công nghiệp,Phát triển và quản lý bất động sản,UPCoM,"376,500,000"
,,1205,SP2,CTCP Thủy điện Sử Pán 2,Dịch vụ tiện ích,UPCoM,"20,746,000"
,,1206,SPB,CTCP Sợi Phú Bài,Hàng tiêu dùng và trang trí,UPCoM,"13,300,087"
,,1207,SPC,CTCP Bảo vệ Thực vật Sài Gòn,Nguyên vật liệu,HNX,"10,530,000"
,,1208,SPD,CTCP Xuất nhập khẩu Thủy sản Miền Trung,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"12,000,000"
,,1209,SPH,CTCP Xuất nhập khẩu Thủy sản Hà Nội,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"10,000,000"
,,1210,SPI,CTCP Spiral Galaxy,Nguyên vật liệu,HNX,"16,815,000"
,,1211,SPM,CTCP SPM,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,"14,000,000"
,,1212,SPV,CTCP Thủy Đặc sản,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"10,800,000"
,,1213,SQC,CTCP Khoáng sản Sài Gòn - Quy Nhơn,Nguyên vật liệu,UPCoM,"110,000,000"
,,1214,SRA,CTCP Sara Việt Nam,Phân phối và bán lẻ hàng lâu bền,HNX,"43,199,974"
,,1215,SRB,CTCP Tập đoàn Sara,Dịch vụ tiêu dùng,UPCoM,"8,500,000"
,,1216,SRC,CTCP Cao su Sao Vàng,Xe và linh kiện,HOSE,"28,065,765"
,,1217,SRF,CTCP SEAREFICO,Tư liệu sản xuất,HOSE,"35,566,780"
,,1218,SRT,CTCP Vận tải Đường sắt Sài Gòn,Vận tải,UPCoM,"50,310,000"
,,1219,SSB,Ngân hàng TMCP Đông Nam Á,Tổ chức tín dụng,HOSE,"2,835,000,000"
,,1220,SSC,CTCP Giống cây trồng Miền Nam,"Thực phẩm, đồ uống và thuốc lá",HOSE,"14,992,367"
,,1221,SSF,CTCP Giáo dục G Sài Gòn,Hàng tiêu dùng và trang trí,UPCoM,"3,200,000"
,,1222,SSG,CTCP Vận tải biển Hải Âu,Vận tải,UPCoM,"5,000,000"
,,1223,SSH,CTCP Phát triển Sunshine Homes,Phát triển và quản lý bất động sản,UPCoM,"375,000,000"
,,1224,SSI,CTCP Chứng khoán SSI,Dịch vụ tài chính,HOSE,"1,511,130,137"
,,1225,SSM,CTCP Chế tạo kết cấu Thép Vneco.SSM,Nguyên vật liệu,HNX,"5,501,024"
,,1226,SSN,CTCP Xuất nhập khẩu Thủy sản Sài Gòn,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"39,600,000"
,,1227,ST8,CTCP Tập đoàn ST8,Phân phối và bán lẻ hàng lâu bền,HOSE,"25,720,902"
,,1228,STB,Ngân hàng TMCP Sài Gòn Thương Tín,Tổ chức tín dụng,HOSE,"1,885,215,716"
,,1229,STC,CTCP Sách và Thiết bị Trường học Thành phố Hồ Chí Minh,Truyền thông và giải trí,HNX,"5,665,530"
,,1230,STG,CTCP Kho vận Miền Nam,Vận tải,HOSE,"98,253,357"
,,1231,STH,CTCP Phát hành Sách Thái Nguyên,Phân phối và bán lẻ hàng lâu bền,UPCoM,"19,500,000"
,,1232,STK,CTCP Sợi Thế Kỷ,Hàng tiêu dùng và trang trí,HOSE,"96,636,924"
,,1233,STL,CTCP Sông Đà Thăng Long,Phát triển và quản lý bất động sản,UPCoM,"15,000,000"
,,1234,STP,CTCP Công nghiệp Thương mại Sông Đà,Nguyên vật liệu,HNX,"8,045,744"
,,1235,STS,CTCP Dịch vụ Vận tải Sài Gòn,Vận tải,UPCoM,"2,768,221"
,,1236,STT,CTCP Vận chuyển Sài Gòn Tourist,Vận tải,UPCoM,"8,000,000"
,,1237,STW,CTCP Cấp nước Sóc Trăng,Dịch vụ tiện ích,UPCoM,"15,863,133"
,,1238,SVC,CTCP Dịch vụ Tổng hợp Sài Gòn,Phân phối và bán lẻ hàng lâu bền,HOSE,"66,630,564"
,,1239,SVD,CTCP Đầu tư & Thương mại Vũ Đăng,Hàng tiêu dùng và trang trí,HOSE,"27,605,908"
,,1240,SVG,CTCP Hơi Kỹ nghệ Que hàn,Hàng tiêu dùng và trang trí,UPCoM,"29,350,000"
,,1241,SVH,CTCP Thủy điện Sông Vàng,Dịch vụ tiện ích,UPCoM,"14,820,662"
,,1242,SVI,CTCP Bao bì Biên Hòa,Nguyên vật liệu,HOSE,"12,832,437"
,,1243,SVN,CTCP Tập đoàn Vexilla Việt Nam,"Thực phẩm, đồ uống và thuốc lá",HNX,"21,000,000"
,,1244,SVT,CTCP Công nghệ Sài Gòn Viễn Đông,Xe và linh kiện,HOSE,"17,310,978"
,,1245,SWC,Tổng Công ty cổ phần Đường sông Miền Nam,Vận tải,UPCoM,"67,100,000"
,,1246,SZB,CTCP Sonadezi Long Bình,Phát triển và quản lý bất động sản,HNX,"30,000,000"
,,1247,SZC,CTCP Sonadezi Châu Đức,Phát triển và quản lý bất động sản,HOSE,"179,985,863"
,,1248,SZE,CTCP Môi trường Sonadezi,Dịch vụ tiện ích,UPCoM,"30,000,000"
,,1249,SZG,CTCP Sonadezi Giang Điền,Phát triển và quản lý bất động sản,UPCoM,"54,898,000"
,,1250,SZL,CTCP Sonadezi Long Thành,Phát triển và quản lý bất động sản,HOSE,"29,114,840"
,,1251,TA6,CTCP Đầu tư và Xây lắp Thành An 665,Tư liệu sản xuất,UPCoM,"3,000,000"
,,1252,TA9,CTCP Xây lắp Thành An 96,Tư liệu sản xuất,HNX,"12,419,787"
,,1253,TAB,CTCP Freco Việt Nam,Nguyên vật liệu,UPCoM,"6,500,000"
,,1254,TAL,CTCP Đầu tư Bất động sản Taseco,Phát triển và quản lý bất động sản,UPCoM,"297,000,000"
,,1255,TAN,CTCP Cà phê Thuận An,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"1,613,690"
,,1256,TAR,CTCP Nông nghiệp Công nghệ cao Trung An,"Thực phẩm, đồ uống và thuốc lá",UPCoM,"78,319,777"
,,1257,TAW,CTCP Cấp nước Trung An,Dịch vụ tiện ích,UPCoM,"5,000,000"
